ID	other_names	genome_data	library_prep	geographical_origin	ecological_origin	substrate	ecology_category	monosporic_derivative	ploidyFACS	ploidyBAF	aneuploidy_BAF	aneuploidy_RD	aneuploidy_binary	aneuploidy_type	RD_aneuploidy	Contaminated	Chr_end_bias	High_var	basename	avg_cov	population_old	pop_summary	population_new	heterozygosity	reference
PB137	PB137	ERP014555	NA	Montalcino_in_Italy	Wine	Bark_of_grape_vine_	Fruit	No	2	Unknown	No	No	No	No	No	No	Yes	No	PB137	264	1._Wine/European_	1._Wine/European_	TBD	0.0001689	Peter_et_al_2018
PB14	PB14	ERP014555	NA	Netherlands	Human_clinical	Sputum	Clinical	No	2	2	+1@11	+1@11	Yes	Gain	Yes	No	No	No	PB14	211	M3._Mosaic_region_3	Mosaics	TBD	0.003642322	Peter_et_al_2018
PB15	PB15	ERP014555	NA	Netherlands	Human_clinical	Feces	Clinical	No	2	2	No	No	No	No	No	No	No	No	PB15	194	M3._Mosaic_region_3	Mosaics	TBD	0.003545911	Peter_et_al_2018
PB197	PB197	ERP014555	NA	Montalcino_in_Italy	Soil	Litter_by_trunk_of_Quercus_sp._(Oak_4)_next_to_vineyard	Tree	No	2	Unknown	No	No	No	No	No	No	Yes	No	PB197	269	1._Wine/European_	1._Wine/European_	TBD	0.000169138	Peter_et_al_2018
PB200	PB200	ERP014555	NA	Montalcino_in_Italy	Soil	Soil_by_trunk_of_Quercus_sp._(Oak_K)_next_to_vineyard	Tree	No	2	Unknown	No	No	No	No	No	No	No	No	PB200	191	1._Wine/European_	1._Wine/European_	TBD	0.000162505	Peter_et_al_2018
PB56	PB56	ERP014555	NA	Montalcino_in_Italy	Tree	Bark_from_Quercus_sp._(Oak_1)_next_to_vineyard	Tree	No	2	Unknown	No	No	No	No	No	No	Yes	No	PB56	256	1._Wine/European_	1._Wine/European_	TBD	0.000170188	Peter_et_al_2018
PB67	PB67	ERP014555	NA	Montalcino_in_Italy	Soil	Soil_beneath_grape_vine	Fruit	No	2	Unknown	No	No	No	No	No	No	No	No	PB67	232	1._Wine/European_	1._Wine/European_	TBD	0.000166055	Peter_et_al_2018
PB94	PB94	ERP014555	NA	Montalcino_in_Italy	Soil	Soil_by_trunk_of_Quercus_sp._(Oak_1)_next_to_vineyard	Tree	No	2	Unknown	No	No	No	No	No	No	No	No	PB94	250	1._Wine/European_	1._Wine/European_	TBD	0.000164937	Peter_et_al_2018
PR	PR	ERP014555	NA	France	Wine	Vineyard	Wine	No	2	Unknown	No	No	No	No	No	No	Yes	No	PR	276	1._Wine/European_	1._Wine/European_	TBD	0.000153509	Peter_et_al_2018
PW5_b	PW5_b	ERP014555	NA	Aba_Abia_State_Nigeria	Palm_wine	Raphia_palm_wine	Fermentation	Yes	1	Unknown	No	No	No	No	No	No	No	No	PW5_b	276	NA	NA	BRAZIL.3-LIKE	0.000317365	Peter_et_al_2018
RB3-7Sc2	RB3_7Sc2	ERP014555	NA	Italy	Wine	Wine	Wine	No	2	2	-1@1	-1@1	Yes	Loss	Yes	No	No	No	RB3_7Sc2	193	1._Wine/European_	1._Wine/European_	TBD	0.000573806	Peter_et_al_2018
RIB0001	RIB0001	ERP014555	NA	Japan	Sake	Sake	Sake	No	2	2	+1@1	+1@1	Yes	Gain	Yes	No	No	No	RIB0001	203	25._Sake_	25._Sake_	TBD	0.000543178	Peter_et_al_2018
RIB0002	RIB0002	ERP014555	NA	Japan	Sake	Sake	Sake	No	2	2	No	No	No	No	No	No	No	No	RIB0002	207	25._Sake_	25._Sake_	TBD	0.000381777	Peter_et_al_2018
RIB0003	RIB0003	ERP014555	NA	Japan	Sake	Sake	Sake	No	2	2	"+1@1,8"	"+1@1,8"	Yes	Gain	Yes	No	No	No	RIB0003	223	25._Sake_	25._Sake_	TBD	0.000550471	Peter_et_al_2018
RIB0004	RIB0004	ERP014555	NA	Japan	Sake	Sake	Sake	No	2	2	"+1@1,8"	"+1@1,8"	Yes	Gain	Yes	No	No	No	RIB0004	220	25._Sake_	25._Sake_	TBD	0.000550751	Peter_et_al_2018
RIB0005	RIB0005	ERP014555	NA	Japan	Sake	Sake	Sake	No	2	2	No	No	No	No	No	No	No	No	RIB0005	213	25._Sake_	25._Sake_	TBD	0.000409669	Peter_et_al_2018
RIB0007	RIB0007	ERP014555	NA	Japan	Sake	Sake	Sake	No	2	2	+1@1	+1@1	Yes	Gain	Yes	0.03	No	No	RIB0007	143	25._Sake_	25._Sake_	TBD	0.000579794	Peter_et_al_2018
RIB1001	RIB1001	ERP014555	NA	Japan	Sake	Sake	Sake	No	2	2	No	No	No	No	No	No	No	No	RIB1001	308	25._Sake_	25._Sake_	TBD	0.000444632	Peter_et_al_2018
RIB1002	RIB1002	ERP014555	NA	Japan	Sake	Sake	Sake	No	2	2	No	+1@9	Yes	Gain	Yes	No	Yes	No	RIB1002	296	25._Sake_	25._Sake_	TBD	0.000450689	Peter_et_al_2018
RIB1003	RIB1003	ERP014555	NA	Japan	Sake	Sake	Sake	No	2	2	+1@3	"+1@3,11"	Yes	Gain	Yes	No	Yes	No	RIB1003	218	25._Sake_	25._Sake_	TBD	0.000373364	Peter_et_al_2018
RIB1004	RIB1004	ERP014555	NA	Japan	Sake	Sake	Sake	No	2	2	No	No	No	No	No	0.01	Yes	No	RIB1004	217	25._Sake_	25._Sake_	TBD	0.000389835	Peter_et_al_2018
RIB1005	RIB1005	ERP014555	NA	Japan	Sake	Sake	Sake	No	2	2	+1@11	+1@11	Yes	Gain	Yes	No	Yes	No	RIB1005	260	25._Sake_	25._Sake_	TBD	0.00070772	Peter_et_al_2018
RIB1006	RIB1006	ERP014555	NA	Japan	Sake	Sake	Sake	No	2	2	+1@3	+1@3	Yes	Gain	Yes	No	Yes	No	RIB1006	232	25._Sake_	25._Sake_	TBD	0.000393136	Peter_et_al_2018
RIB1007	RIB1007	ERP014555	NA	Japan	Sake	Sake	Sake	No	2	2	+1@3	+1@3	Yes	Gain	Yes	No	Yes	No	RIB1007	235	25._Sake_	25._Sake_	TBD	0.000401804	Peter_et_al_2018
RIB1008	RIB1008	ERP014555	NA	Japan	Sake	Sake	Sake	No	2	2	No	No	No	No	No	No	Yes	No	RIB1008	212	25._Sake_	25._Sake_	TBD	0.000358782	Peter_et_al_2018
RIB1010	RIB1010	ERP014555	NA	Japan	Sake	Sake	Sake	No	2	2	No	No	No	No	No	No	Yes	Yes	RIB1010	195	25._Sake_	25._Sake_	TBD	0.000374301	Peter_et_al_2018
RIB1011	RIB1011	ERP014555	NA	Japan	Sake	Sake	Sake	No	2	2	No	+1@9	Yes	Gain	Yes	No	No	No	RIB1011	175	25._Sake_	25._Sake_	TBD	0.000385913	Peter_et_al_2018
RIB1012	RIB1012	ERP014555	NA	Japan	Sake	Sake	Sake	No	2	2	+1@3	"+1@3,9"	Yes	Gain	Yes	No	No	No	RIB1012	159	25._Sake_	25._Sake_	TBD	0.000378726	Peter_et_al_2018
RIB1014	RIB1014	ERP014555	NA	Japan	Sake	Sake	Sake	No	2	2	+1@11	+1@11	Yes	Gain	Yes	No	No	No	RIB1014	171	25._Sake_	25._Sake_	TBD	0.000366721	Peter_et_al_2018
RIB1015	RIB1015	ERP014555	NA	Japan	Sake	Sake	Sake	No	2	2	+1@14	+1@14	Yes	Gain	Yes	No	Yes	No	RIB1015	124	25._Sake_	25._Sake_	TBD	0.000407176	Peter_et_al_2018
RIB1016	RIB1016	ERP014555	NA	Japan	Sake	Sake	Sake	No	2	2	+1@3	"+1@3,9"	Yes	Gain	Yes	No	No	No	RIB1016	137	25._Sake_	25._Sake_	TBD	0.000414997	Peter_et_al_2018
RIB1017	RIB1017	ERP014555	NA	Japan	Sake	Sake	Sake	No	2	2	No	+1@9	Yes	Gain	Yes	No	Yes	No	RIB1017	175	25._Sake_	25._Sake_	TBD	0.000393045	Peter_et_al_2018
RIB6001	RIB6001	ERP014555	NA	Japan	Sake	Sake	Sake	No	2	2	+1@3	+1@3	Yes	Gain	Yes	No	No	No	RIB6001	146	25._Sake_	25._Sake_	TBD	0.000524159	Peter_et_al_2018
RIB6002	RIB6002	ERP014555	NA	Japan	Sake	Sake	Sake	No	3	3	"-1@1;+1@6,8"	"-1@1;+1@6,8"	Yes	Both	Yes	No	No	No	RIB6002	184	M3._Mosaic_region_3	Mosaics	TBD	0.00470493	Peter_et_al_2018
RIB6003	RIB6003	ERP014555	NA	Japan	Sake	Sake	Sake	No	2	2	No	No	No	No	No	No	No	No	RIB6003	176	25._Sake_	25._Sake_	TBD	0.000691609	Peter_et_al_2018
RIB6004	RIB6004	ERP014555	NA	Japan	Sake	Sake	Sake	No	2	2	No	No	No	No	No	No	No	No	RIB6004	168	25._Sake_	25._Sake_	TBD	0.000452652	Peter_et_al_2018
RIB6005	RIB6005	ERP014555	NA	Japan	Sake	Sake	Sake	No	2	2	No	No	No	No	No	No	Yes	No	RIB6005	179	25._Sake_	25._Sake_	TBD	0.000578128	Peter_et_al_2018
RIB6006	RIB6006	ERP014555	NA	Japan	Sake	Sake	Sake	No	2	2	No	-1@1	Yes	Loss	Yes	No	Yes	No	RIB6006	133	25._Sake_	25._Sake_	TBD	0.000294605	Peter_et_al_2018
RIB6007	RIB6007	ERP014555	NA	Japan	Sake	Sake	Sake	No	2	2	+1@3	+1@3	Yes	Gain	Yes	0.01	No	No	RIB6007	127	25._Sake_	25._Sake_	TBD	0.000428344	Peter_et_al_2018
RIB6008	RIB6008	ERP014555	NA	Japan	Sake	Sake	Sake	No	2	2	+1@3	+1@3	Yes	Gain	Yes	No	No	No	RIB6008	196	25._Sake_	25._Sake_	TBD	0.000383119	Peter_et_al_2018
RIB6009	RIB6009	ERP014555	NA	Japan	Sake	Sake	Sake	No	2	2	+1@3	"+1@3,11"	Yes	Gain	Yes	No	No	No	RIB6009	213	25._Sake_	25._Sake_	TBD	0.000351422	Peter_et_al_2018
RM11-1a	RM11_1a	ERP014555	NA	California_USA	Wine	Zinfandel_vineyard	Wine	Yes	1	Unknown	No	No	No	No	No	No	No	No	RM11_1a	222	1._Wine/European_	1._Wine/European_	TBD	0.00015613	Peter_et_al_2018
RP.10.13	RP_10_13	ERP014555	NA	Brazil	Bioethanol	Bioethanol	Bioethanol	No	2	2	No	No	No	No	No	No	No	No	RP_10_13	248	3._Brazilian_bioethanol_	3._Brazilian_bioethanol_	TBD	0.002944209	Peter_et_al_2018
RP.10.14	RP_10_14	ERP014555	NA	Brazil	Bioethanol	Bioethanol	Bioethanol	No	2	2	No	No	No	No	No	No	Yes	No	RP_10_14	189	3._Brazilian_bioethanol_	3._Brazilian_bioethanol_	TBD	0.002506258	Peter_et_al_2018
RP.10.4	RP_10_4	ERP014555	NA	Brazil	Bioethanol	Bioethanol	Bioethanol	No	2	2	No	No	No	No	No	No	Yes	No	RP_10_4	255	3._Brazilian_bioethanol_	3._Brazilian_bioethanol_	TBD	0.002421899	Peter_et_al_2018
RP11.4.1	RP11_4_1	ERP014555	NA	Brazil	Bioethanol	Bioethanol	Bioethanol	No	2	2	No	No	No	No	No	No	No	No	RP11_4_1	169	3._Brazilian_bioethanol_	3._Brazilian_bioethanol_	TBD	0.002553944	Peter_et_al_2018
RP11.4.11	RP11_4_11	ERP014555	NA	Brazil	Bioethanol	Bioethanol	Bioethanol	No	2	2	No	No	No	No	No	No	No	No	RP11_4_11	216	3._Brazilian_bioethanol_	3._Brazilian_bioethanol_	TBD	0.002546714	Peter_et_al_2018
RP11.4.14	RP11_4_14	ERP014555	NA	Brazil	Bioethanol	Bioethanol	Bioethanol	No	2	2	+1@6	+1@6	Yes	Gain	Yes	No	No	No	RP11_4_14	316	3._Brazilian_bioethanol_	3._Brazilian_bioethanol_	TBD	0.001841711	Peter_et_al_2018
RR1a	RR1a	ERP014555	NA	My_Tho_South_Vietnam	Unknown	Unknown	NA	No	2	2	No	No	No	No	No	No	No	No	RR1a	263	26._Asian_fermentation_	26._Asian_fermentation_	TBD	0.000725586	Peter_et_al_2018
S11F3-6B	S11F3_6B	ERP014555	NA	Sri_Lanka	Tree	Phloem_sap_of_Caryota_urens	Flower	No	2	Unknown	No	No	No	No	No	No	No	No	S11F3_6B	225	24._Asian_islands_	24._Asian_islands_	TBD	0.00033326	Peter_et_al_2018
S8BM-30-2D	S8BM_30_2D	ERP014555	NA	Sri_Lanka	Tree	Phloem_sap_of_Caryota_urens	Flower	No	2	Unknown	No	No	No	No	No	0.01	No	No	S8BM_30_2D	198	24._Asian_islands_	24._Asian_islands_	TBD	0.000339231	Peter_et_al_2018
S8BM-32-4D(a)	S8BM_32_4D_a	ERP014555	NA	Sri_Lanka	Tree	Phloem_sap_of_Caryota_urens	Flower	Yes	1	Unknown	No	No	No	No	No	No	No	No	S8BM_32_4D_a	250	24._Asian_islands_	24._Asian_islands_	ASIAN.ISLANDS.1	0.000308192	Peter_et_al_2018
SA.1.5.	SA_1_5_	ERP014555	NA	Brazil	Bioethanol	Bioethanol	Bioethanol	No	2	2	No	No	No	No	No	No	No	No	SA_1_5_	354	3._Brazilian_bioethanol_	3._Brazilian_bioethanol_	TBD	0.001734125	Peter_et_al_2018
SA.10.1.VL1	SA_10_1_VL1	ERP014555	NA	Brazil	Bioethanol	Bioethanol	Bioethanol	No	2	2	No	No	No	No	No	No	No	No	SA_10_1_VL1	237	3._Brazilian_bioethanol_	3._Brazilian_bioethanol_	TBD	0.003277457	Peter_et_al_2018
SA.10.1.VR4	SA_10_1_VR4	ERP014555	NA	Brazil	Bioethanol	Bioethanol	Bioethanol	No	2	2	No	No	No	No	No	No	No	No	SA_10_1_VR4	225	3._Brazilian_bioethanol_	3._Brazilian_bioethanol_	TBD	0.00245661	Peter_et_al_2018
SA.9.2.BL3	SA_9_2_BL3	ERP014555	NA	Brazil	Bioethanol	Bioethanol	Bioethanol	No	2	2	+1@3	+1@3	Yes	Gain	Yes	No	No	No	SA_9_2_BL3	318	3._Brazilian_bioethanol_	3._Brazilian_bioethanol_	TBD	0.003257767	Peter_et_al_2018
SA.9.3.VR1	SA_9_3_VR1	ERP014555	NA	Brazil	Bioethanol	Bioethanol	Bioethanol	No	2	2	No	No	No	No	No	No	No	No	SA_9_3_VR1	197	3._Brazilian_bioethanol_	3._Brazilian_bioethanol_	TBD	0.002630725	Peter_et_al_2018
SA.9.4.BR2	SA_9_4_BR2	ERP014555	NA	Brazil	Bioethanol	Bioethanol	Bioethanol	No	2	2	No	No	No	No	No	No	No	No	SA_9_4_BR2	158	3._Brazilian_bioethanol_	3._Brazilian_bioethanol_	TBD	0.002280759	Peter_et_al_2018
SA.9.4.VL4	SA_9_4_VL4	ERP014555	NA	Brazil	Bioethanol	Bioethanol	Bioethanol	No	2	2	No	No	No	No	No	No	No	No	SA_9_4_VL4	197	3._Brazilian_bioethanol_	3._Brazilian_bioethanol_	TBD	0.003058736	Peter_et_al_2018
SA6-31	SA6_31	ERP014555	NA	Toscana_Italy	Wine	Spontaneous_grape_fermentation	Wine	No	2	Unknown	No	No	No	No	No	No	No	No	SA6_31	237	1._Wine/European_	1._Wine/European_	TBD	0.000217765	Peter_et_al_2018
1.6_Safale_S40	Safale_S40	ERP014555	NA	UK	Beer	Carlsberg_Beer	Beer	No	4	4	-1@6	-1@6	Yes	Loss	Yes	No	No	No	Safale_S40	281	11._Ale_beer_	11._Ale_beer_	TBD	0.004503394	Peter_et_al_2018
SBD	SBD	ERP014555	NA	Northern_Europe	Bakery	Bakery	Bread	No	2	2	No	No	No	No	No	No	No	No	SBD	281	26._Asian_fermentation_	26._Asian_fermentation_	TBD	0.000763731	Peter_et_al_2018
SBE-1C	SBE_1C	ERP014555	NA	Northern_Europe	Bakery	Bakery	Bread	No	2	2	"+1@2,13"	"+1@2,13"	Yes	Gain	Yes	No	No	No	SBE_1C	167	8._Mixed_origin_	8._Mixed_origin_	TBD	0.003256154	Peter_et_al_2018
SC2-37	SC2_37	ERP014555	NA	Italy	Wine	Wine	Wine	No	1	Unknown	No	No	No	No	No	No	No	No	SC2_37	176	1._Wine/European_	1._Wine/European_	TBD	0.000177703	Peter_et_al_2018
SD-15	SD_15	ERP014555	NA	Matera_Italy	Bakery	Sourdough_levan	Bread	No	4	4	+1@9	+1@9	Yes	Gain	Yes	No	Yes	No	SD_15	230	8._Mixed_origin_	8._Mixed_origin_	TBD	0.006362088	Peter_et_al_2018
SG4	SG4	ERP014555	NA	Saigon_South_Vietnam	Unknown	Unknown	NA	No	2	2	No	No	No	No	No	No	Yes	No	SG4	251	26._Asian_fermentation_	26._Asian_fermentation_	TBD	0.001274569	Peter_et_al_2018
SG60	SG60	ERP014555	NA	Italy	Wine	Wine	Wine	No	2	2	No	No	No	No	No	No	Yes	No	SG60	227	1._Wine/European_	1._Wine/European_	TBD	0.001055222	Peter_et_al_2018
SGB1	SGB1	ERP014555	NA	Saigon_South_Vietnam	Fermentation	Rice_fermentation_starter_culture	SSF	No	2	2	No	No	No	No	No	No	No	No	SGB1	228	26._Asian_fermentation_	26._Asian_fermentation_	TBD	0.001083435	Peter_et_al_2018
SGU89	SGU89	ERP014555	NA	Italy	Wine	Wine	Wine	No	2	2	No	No	No	No	No	No	No	No	SGU89	233	1._Wine/European_	1._Wine/European_	TBD	0.001048799	Peter_et_al_2018
SJ1L04	SJ1L04	ERP014555	NA	Yuchih_Nantou_Taiwan	Tree	Leaf_of_Podocarppus_macrophyllus	Tree	No	3	3	+1@1	No	Yes	Gain	No	No	No	No	SJ1L04	255	8._Mixed_origin_	8._Mixed_origin_	TBD	0.00472047	Peter_et_al_2018
SJ5L11	SJ5L11	ERP014555	NA	Tuchih_Nantou_Taiwan	Tree	Leaf_of_Acacia_dealbata	Flower	No	3	3	No	No	No	No	No	No	No	No	SJ5L11	205	8._Mixed_origin_	8._Mixed_origin_	TBD	0.004408932	Peter_et_al_2018
SJ5L12	SJ5L12	ERP014555	NA	Beinan_Taitung_Taiwan	Tree	Leaf_of_Trema_orientalis	Flower	No	2	Unknown	No	No	No	No	No	No	No	No	SJ5L12	221	NA	NA	TBD	0.000380707	Peter_et_al_2018
SJ5L13	SJ5L13	ERP014555	NA	Tuchih_Nantou_Taiwan	Tree	Leaf_of_Wendlandia_formosana	Flower	No	4	4	No	No	No	No	No	No	No	No	SJ5L13	270	8._Mixed_origin_	8._Mixed_origin_	TBD	0.005943186	Peter_et_al_2018
SJ5L14	SJ5L14	ERP014555	NA	Taian_Miaoli_Taiwan	Fruit	Fruiting_body_of_Auricularia_auricular	Fruit	No	2	2	No	No	No	No	No	No	No	No	SJ5L14	190	M1._Mosaic_region_1	Mosaics	TBD	0.001294657	Peter_et_al_2018
SJ5L15	SJ5L15	ERP014555	NA	Tuchih_Nantou_Taiwan	Tree	Leaf_of_Acacia_dealbata	Flower	No	3	3	No	No	No	No	No	No	No	No	SJ5L15	198	8._Mixed_origin_	8._Mixed_origin_	TBD	0.004729224	Peter_et_al_2018
SJ5L16	SJ5L16	ERP014555	NA	Jhuosi_Hualein_Taiwan	Soil	Soil	NA	No	2	Unknown	No	No	No	No	No	No	No	No	SJ5L16	233	1._Wine/European_	1._Wine/European_	TBD	0.000210531	Peter_et_al_2018
SJ5L17	SJ5L17	ERP014555	NA	Austria	Probiotic	Probiotic	NA	No	2	2	No	No	No	No	No	No	No	No	SJ5L17	224	1._Wine/European_	1._Wine/European_	TBD	0.00060792	Peter_et_al_2018
SJ5L18	SJ5L18	ERP014555	NA	Austria	Probiotic	Probiotic	NA	No	2	2	No	No	No	No	No	No	No	No	SJ5L18	261	1._Wine/European_(subclade_3)	1._Wine/European_	TBD	0.000328831	Peter_et_al_2018
SJ6L01	SJ6L01	ERP014555	NA	Tuchih_Nantou_Taiwan	Tree	Leaf_of_Cunninghamia_lanceolata	Tree	No	3	3	-1@7	-1@7	Yes	Loss	Yes	No	No	No	SJ6L01	240	8._Mixed_origin_	8._Mixed_origin_	TBD	0.004525206	Peter_et_al_2018
SJ7L01	SJ7L01	ERP014555	NA	Tuchih_Nantou_Taiwan	Tree	Leaf_of_Ardisia_cornudentata	Flower	No	3	3	No	No	No	No	No	No	No	No	SJ7L01	195	8._Mixed_origin_	8._Mixed_origin_	TBD	0.004793213	Peter_et_al_2018
SM.8.2.C13	SM_8_2_C13	ERP014555	NA	Brazil	Bioethanol	Bioethanol	Bioethanol	No	2	2	No	No	No	No	No	No	No	No	SM_8_2_C13	316	3._Brazilian_bioethanol_	3._Brazilian_bioethanol_	TBD	0.003268857	Peter_et_al_2018
SM.8.7.BR1	SM_8_7_BR1	ERP014555	NA	Brazil	Bioethanol	Bioethanol	Bioethanol	No	2	2	No	No	No	No	No	No	No	No	SM_8_7_BR1	216	3._Brazilian_bioethanol_	3._Brazilian_bioethanol_	TBD	0.00243481	Peter_et_al_2018
SM.8.7.L8	SM_8_7_L8	ERP014555	NA	Brazil	Bioethanol	Bioethanol	Bioethanol	No	2	2	No	No	No	No	No	No	No	No	SM_8_7_L8	188	3._Brazilian_bioethanol_	3._Brazilian_bioethanol_	TBD	0.003150129	Peter_et_al_2018
SM.8.7.L9	SM_8_7_L9	ERP014555	NA	Brazil	Bioethanol	Bioethanol	Bioethanol	No	2	2	No	No	No	No	No	No	No	No	SM_8_7_L9	216	3._Brazilian_bioethanol_	3._Brazilian_bioethanol_	TBD	0.003216724	Peter_et_al_2018
SM.8.8.BL1	SM_8_8_BL1	ERP014555	NA	Brazil	Bioethanol	Bioethanol	Bioethanol	No	2	2	No	No	No	No	No	No	No	No	SM_8_8_BL1	240	3._Brazilian_bioethanol_	3._Brazilian_bioethanol_	TBD	0.002403408	Peter_et_al_2018
SM.8.8.CVR1	SM_8_8_CVR1	ERP014555	NA	Brazil	Bioethanol	Bioethanol	Bioethanol	No	2	2	No	No	No	No	No	No	No	No	SM_8_8_CVR1	299	3._Brazilian_bioethanol_	3._Brazilian_bioethanol_	TBD	0.002323626	Peter_et_al_2018
SM.9.1.AL1	SM_9_1_AL1	ERP014555	NA	Brazil	Bioethanol	Bioethanol	Bioethanol	No	2	Unknown	No	No	No	No	No	No	Yes	Yes	SM_9_1_AL1	224	3._Brazilian_bioethanol_	3._Brazilian_bioethanol_	TBD	0.00034021	Peter_et_al_2018
SM.9.1.BL7	SM_9_1_BL7	ERP014555	NA	Brazil	Bioethanol	Bioethanol	Bioethanol	No	1	Unknown	No	No	No	No	No	No	Yes	No	SM_9_1_BL7	253	3._Brazilian_bioethanol_	3._Brazilian_bioethanol_	TBD	0.000252315	Peter_et_al_2018
SM.9.2.BR3(L)	SM_9_2_BR3_L	ERP014555	NA	Brazil	Bioethanol	Bioethanol	Bioethanol	No	2	2	No	No	No	No	No	No	Yes	No	SM_9_2_BR3_L	247	3._Brazilian_bioethanol_	3._Brazilian_bioethanol_	TBD	0.002655821	Peter_et_al_2018
SM.9.4.BL2	SM_9_4_BL2	ERP014555	NA	Brazil	Bioethanol	Bioethanol	Bioethanol	No	2	2	No	No	No	No	No	No	No	No	SM_9_4_BL2	271	3._Brazilian_bioethanol_	3._Brazilian_bioethanol_	TBD	0.003240231	Peter_et_al_2018
SM.9.4.BR1	SM_9_4_BR1	ERP014555	NA	Brazil	Bioethanol	Bioethanol	Bioethanol	No	2	2	No	No	No	No	No	0.01	No	No	SM_9_4_BR1	74	3._Brazilian_bioethanol_	3._Brazilian_bioethanol_	TBD	0.003112828	Peter_et_al_2018
SM.9.4.BR2	SM_9_4_BR2	ERP014555	NA	Brazil	Bioethanol	Bioethanol	Bioethanol	No	2	2	No	No	No	No	No	0.05	No	No	SM_9_4_BR2	114	3._Brazilian_bioethanol_	3._Brazilian_bioethanol_	TBD	0.001825787	Peter_et_al_2018
SM8.3.M5	SM8_3_M5	ERP014555	NA	Brazil	Bioethanol	Bioethanol	Bioethanol	No	2	2	No	No	No	No	No	No	Yes	No	SM8_3_M5	224	M3._Mosaic_region_3_	Mosaics	TBD	0.003668687	Peter_et_al_2018
SRC 120	SRC120	ERP014555	NA	France	Cider	Cider_bioindustrial_strain_	Fermentation	No	2	Unknown	No	"+1@9,11,16"	Yes	Gain	Yes	No	No	No	SRC120	263	M1._Mosaic_region_1	Mosaics	TBD	0.000270091	Peter_et_al_2018
SRC 147	SRC147	ERP014555	NA	Bretagne_France	Industrial	Bioindustrial_strains	Industrial	No	2	Unknown	No	No	No	No	No	No	No	No	SRC147	270	1._Wine/European_	1._Wine/European_	TBD	0.000187022	Peter_et_al_2018
SRC 213	SRC213	ERP014555	NA	Bretagne_France	Industrial	Bioindustrial_strains	Industrial	No	2	Unknown	No	No	No	No	No	No	No	No	SRC213	228	1._Wine/European_	1._Wine/European_	TBD	0.000187051	Peter_et_al_2018
sample 40	STG_1	ERP014555	NA	Bordeaux_France	Tree	Tree_leaves	NA	No	2	Unknown	No	No	No	No	No	No	No	No	STG_1	176	4._Mediterranean_oak_	4._Mediterranean_oak_	TBD	0.000284578	Peter_et_al_2018
sample 50	STG_2	ERP014555	NA	Bordeaux_France	Tree	Dead_tree	NA	No	2	2	No	+2@3	Yes	Gain	Yes	No	No	No	STG_2	225	4._Mediterranean_oak_	4._Mediterranean_oak_	TBD	0.000299613	Peter_et_al_2018
sample 33	STG_3	ERP014555	NA	Bordeaux_France	Flower	Flower	Flower	No	2	2	No	+2@3	Yes	Gain	Yes	No	No	No	STG_3	203	4._Mediterranean_oak_	4._Mediterranean_oak_	TBD	0.00029502	Peter_et_al_2018
SX1	SX1	ERP014555	NA	Qinling_Mountain_Shaanxi_province_China	Tree	Bark_from_tree_in_Fagaceae_family_	Tree	No	2	Unknown	No	No	No	No	No	No	Yes	No	SX1	203	15._CHNII_	15._CHNII_	TBD	0.000333121	Peter_et_al_2018
SX3	SX3	ERP014555	NA	Qinling_Mountain_Shaanxi_province_China	Tree	Bark_from_Carya_sp.	Flower	No	2	Unknown	No	No	No	No	No	No	Yes	No	SX3	239	15._CHNII_	15._CHNII_	TBD	0.000311191	Peter_et_al_2018
T7_b	T7_b	ERP014555	NA	Babler_State_Park_MO_USA	Tree	Exudate_from_Quercus_sp.	Tree	Yes	1	Unknown	No	No	No	No	No	No	No	No	T7_b	299	26._Asian_fermentation_	26._Asian_fermentation_	TBD	0.000233732	Peter_et_al_2018
T73_1b	T73_1b	ERP014555	NA	Alicante_Spain	Wine	Monastrel_grape_fermentation_(red_wine)	Wine	No	2	Unknown	No	No	No	No	No	No	No	No	T73_1b	215	1._Wine/European_	1._Wine/European_	TBD	0.000156098	Peter_et_al_2018
TayTa	TayTa	ERP014555	NA	Long_An_South_Vietnam	Unknown	Unknown	NA	No	2	2	No	No	No	No	No	0.01	No	No	TayTa	225	26._Asian_fermentation_	26._Asian_fermentation_	TBD	0.000997147	Peter_et_al_2018
TL229S2.2	TL229S2_2	ERP014555	NA	France	Dairy	Cheese	Dairy	Yes	1	Unknown	No	No	No	No	No	No	Yes	No	TL229S2_2	260	M3._Mosaic_region_3	Mosaics	GRAPE.WINE-LIKE	0.000161922	Peter_et_al_2018
UC1_1b	UC1_1b	ERP014555	NA	France	Wine	Wine	Wine	Yes	1	Unknown	No	No	No	No	No	No	No	No	UC1_1b	269	1._Wine/European_	1._Wine/European_	GRAPE.WINE	0.000151325	Peter_et_al_2018
UC10	UC10	ERP014555	NA	California_USA	Wine	Wine	Wine	No	2	Unknown	No	No	No	No	No	No	Yes	No	UC10	174	1._Wine/European_	1._Wine/European_	TBD	0.000184281	Peter_et_al_2018
UC4	UC4	ERP014555	NA	Germany	Wine	Vineyard	Wine	No	2	2	No	No	No	No	No	No	No	No	UC4	218	1._Wine/European_	1._Wine/European_	TBD	0.000368727	Peter_et_al_2018
UC5	UC5	ERP014555	NA	Japan	Sake	Sake	Sake	No	1	Unknown	No	+1@1	Yes	Gain	Yes	No	Yes	No	UC5	189	25._Sake_	25._Sake_	TBD	0.000253932	Peter_et_al_2018
